Class,Review
1,the talent of the actor help moonlight mile rise above it heart on it sleeve writing
1,it a humble effort but spiced with wry humor and genuine pathos especially between morgan and redgrave
1,this examination of aquatic life off the shore of the baja california peninsula of mexico offer an engrossing way to demonstrate the virtue of the imax format
1,dark and disturbing but also surprisingly funny
1,the movie ha an avalanche of eye popping visual effect
1,start off with bang but then fizzle like wet stick of dynamite at the very end it still worth look
1,most impressive though is the film open ended finale that refuse to entirely close it character emotional wound
1,a hip ride into hyper time clockstoppers is lively and enjoyable adventure for all age at any time
1,grenier is terrific bringing an unforced rapid fire delivery to toback heidegger and nietzsche referencing dialogue
1,polished and relatively sincere piece of escapism
1,the story wrap back around on itself in the kind of elegant symmetry that rare in film today but be warned it a slow slog to get there
1,the whole cast look to be having so much fun with the slapstick antic and silly street patois tossing around obscure expression like bellini and mullinski that the compact 86 minute breeze by
1,ha freaky scene where the crew wonder if they re ghost imagining themselves a alive it a sly wink to the others without becoming postmodern joke made creepy by it men in sardine can warped logic
